episode_no,episode_title,description,episode_runtime,released_on,lead_cast_matches,supporting_cast_matches,place_matches_cleaned,channel_title,publish_date,view_count,like_count,comment_count,runtime_minutes,is_successful,desc_length,desc_word_count,desc_sentence_count,avg_word_length,has_conflict,has_main_char,has_emotion,has_society,has_mystery,has_family,question_count,has_question,exclamation_count,total_cast,has_lead_cast,has_supporting_cast,cast_ratio,release_year,release_month,release_day,release_day_of_week,release_quarter,is_weekend,estimated_season,is_pilot,is_early_episode,is_milestone,cast_x_runtime,desc_length_x_questions,like_rate,comment_rate,engagement_rate
1551,Jethalal Makes A Mistake,Jethalal and family have come to receive Daya's mother at the railway station. Daya and family are tensed that Sunder and his friends did not reach the railway station along with them. Jethalal goofs up at recognizing his mother in law. He offers the garland on another lady.,20 mins,2020-05-27,0.0,0.0,,Sony SAB,,5010958.0,25819.0,513.0,20.0,0,275,48,5,5.612244897959184,0,1,0,0,0,1,0,0,0,0.0,0,0,0.0,2020.0,5.0,27.0,2.0,2.0,0,7,0,0,0,0.0,0,0.0051525067357366125,0.00010237561313113917,0.005254882348867751
1552,Jethalal Reaches At The Wrong Venue,"Jethalal and the family have reached the wrong venue because of miscommunication. Later, Sodhi and the Gada family reaches the correct venue. After reaching the venue, Daya feels proud to see her mother's name on the hoarding with respect. Daya eagerly wants to meet her mother and forces Sunder to meet her mother, but he tells her that she can only meet her after the function ends. Will Daya meet her Mother?",19 mins,2020-05-27,0.0,0.0,,Sony SAB,,2555056.0,24345.0,834.0,19.0,0,411,72,6,5.63013698630137,0,1,0,0,0,1,1,1,0,0.0,0,0,0.0,2020.0,5.0,27.0,2.0,2.0,0,7,0,0,0,0.0,411,0.00952816316817981,0.00032641150471398483,0.009854574672893794
1553,Function Day,"Jethalal is scared to go on the stage. Finally, Daya convinces Jethalal to go further and express his relationship with his mother in law. The society members decorate the society to welcome Daya's mother to honor her achievement. Later, Champaklal praises the work of Daya's mother and her sacrifices towards the society and people.",20 mins,2020-05-27,0.0,0.0,Gokuldham Society,Sony SAB,,4671696.0,34862.0,1545.0,20.0,0,333,54,5,6.054545454545455,0,1,1,1,0,1,0,0,0,0.0,0,0,0.0,2020.0,5.0,27.0,2.0,2.0,0,7,0,0,0,0.0,0,0.007462384653799251,0.0003307149414870014,0.007793099595286252
1554,Jethalal's Trouble,"Jethalal calls his father Champaklal from the village. This was his great idea of leashing some control over the mischievous Tapu. The opposite happens, and the grandfather joins hands with the grandson to make life a roller coaster troublesome ride for Jethalal.",20 mins,2020-05-27,0.0,0.0,,Sony SAB,,4946287.0,42484.0,1541.0,20.0,0,263,42,4,6.116279069767442,1,1,0,0,0,1,0,0,0,0.0,0,0,0.0,2020.0,5.0,27.0,2.0,2.0,0,7,0,0,0,0.0,0,0.008589067195440298,0.0003115467599136969,0.008900613955353995
1555,Jethalal's Confusion,A slight confusion between Jethalal and his wife at an event party cause huge havoc. someone is trying to carve their way in.,20 mins,2020-05-27,0.0,0.0,,Sony SAB,,10146359.0,68134.0,1668.0,20.0,0,125,23,3,5.208333333333333,0,1,0,0,0,1,0,0,0,0.0,0,0,0.0,2020.0,5.0,27.0,2.0,2.0,0,7,0,0,0,0.0,0,0.00671511753968911,0.00016439393043416554,0.006879511470123276
1556,Exposing The Imposter,Jethalal believes that the Baa that came to the event is not the actual Baa but an imposter who is after the money. He makes a plan to expose the imposter.,19 mins,2020-05-27,0.0,0.0,,Sony SAB,,6707560.0,59670.0,1955.0,19.0,0,155,31,3,4.84375,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,2020.0,5.0,27.0,2.0,2.0,0,7,0,0,0,0.0,0,0.008895931024704807,0.00029146212759004355,0.00918739315229485
1557,Sundar Disguised As Mother,"Jethalal finds out that it was Sundar, who was disguised as his own mother during the entire event. Jethalal believes that Sundar did all this to get the money from the event. Watch the episode to find out why was Sundar Disguised as his mother?",20 mins,2020-05-27,0.0,0.0,,Sony SAB,,5794879.0,47929.0,824.0,20.0,0,245,45,4,5.326086956521739,0,1,0,0,1,1,1,1,0,0.0,0,0,0.0,2020.0,5.0,27.0,2.0,2.0,0,7,0,0,0,0.0,245,0.008270921917278701,0.00014219448892815727,0.008413116406206858
1558,Game Of Statue And Release,A game of statue and release has taken over Gokuldhan society. Everyone is just so much into this little kid's game.,21 mins,2020-05-27,0.0,0.0,Gokuldham Society,Sony SAB,,16125934.0,107711.0,2018.0,21.0,1,116,21,3,5.2727272727272725,0,0,0,1,0,0,0,0,0,0.0,0,0,0.0,2020.0,5.0,27.0,2.0,2.0,0,7,0,0,0,0.0,0,0.00667936463839151,0.00012514003064008382,0.006804504669031594
1559,Stopping The Game,"The statue game is still going on, and Jethalal is just fed up with this game. While this game seems fun, but everyone just needs to stop.",19 mins,2020-05-27,0.0,0.0,,Sony SAB,,17231827.0,103360.0,1566.0,19.0,1,138,27,3,4.928571428571429,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,2020.0,5.0,27.0,2.0,2.0,0,7,0,0,0,0.0,0,0.005998202860427808,9.087834442172937e-05,0.006089081204849538
1560,Game Has Taken A Turn,The statue game has taken a toll on the residents of Gokuldham society. Jethalal has found an open window to irritate his neighbors.  Watch the episode to find out.,20 mins,2020-05-27,0.0,0.0,Gokuldham Society,Sony PAL,,16355118.0,130397.0,1547.0,20.0,1,164,29,4,5.466666666666667,0,1,0,1,1,0,0,0,0,0.0,0,0,0.0,2020.0,5.0,27.0,2.0,2.0,0,7,0,0,0,0.0,0,0.007972855471121917,9.458812253215644e-05,0.008067443593654073
1561,Jethalal's Revenge,Jethalal uses all his energy and intelligence to disturb Iyer. Nice way to take revenge. Watch the episode to find out.,20 mins,2020-05-27,0.0,0.0,,Sony PAL,,44803375.0,262542.0,3739.0,20.0,1,119,21,4,5.409090909090909,0,1,0,0,1,0,0,0,0,0.0,0,0,0.0,2020.0,5.0,27.0,2.0,2.0,0,7,0,0,0,0.0,0,0.005859870916870193,8.34535326087927e-05,0.005943324449478986
1562,Bhide Gets Angry,Bhide bursts on Iyer after he has broken an imported vase by throwing a ball in his house and decides to take revenge. Watch this episode to find out what happens next.,20 mins,2020-05-27,0.0,0.0,,Sony PAL,,6281406.0,63545.0,1004.0,20.0,0,168,32,3,5.090909090909091,0,1,0,0,1,0,0,0,0,0.0,0,0,0.0,2020.0,5.0,27.0,2.0,2.0,0,7,0,0,0,0.0,0,0.01011636405665164,0.0001598368008950861,0.010276200857546726
1563,Bagha And Bawri Get Busted,"Bagha and Bawri get busted by the police. They are caught red-handed in the garden while spending quality time with each other. Bagha tries to clear the misconceptions of Inspector Chalu Pande that they were only spending quality time in the garden, and not doing anything inappropriate. Watch the full episode to find out what happens next.",19 mins,2020-05-27,0.0,0.0,,Sony SAB,,6786890.0,47500.0,884.0,19.0,0,341,57,5,5.879310344827586,0,0,0,0,1,0,0,0,0,0.0,0,0,0.0,2020.0,5.0,27.0,2.0,2.0,0,7,0,0,0,0.0,0,0.006998786336777768,0.00013025109729919044,0.007129037434076958
1564,Bagha and Bawri's Happiness,"Bapuji, Jethalal, and Daya tell Bawri and Bagha that they will get them married as soon as possible. Bawri and Bagha are happy with the decision.",18 mins,2020-05-27,0.0,0.0,,Sony SAB,,31679128.0,170466.0,3146.0,18.0,1,145,26,3,5.37037037037037,0,1,1,0,0,0,0,0,0,0.0,0,0,0.0,2020.0,5.0,27.0,2.0,2.0,0,7,0,0,0,0.0,0,0.005381019156176926,9.930828590647173e-05,0.005480327442083398
1565,Bapuji Plays A Prank,"Early in the morning, Jethalal and Bhide fight for water. Daya says she is keeping fast for everyone's health, and Bapuji suggests everyone in the house will keep the fast.",20 mins,2020-05-27,0.0,0.0,,Sony SAB,,12226749.0,78664.0,1453.0,20.0,0,172,30,3,5.548387096774194,1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,2020.0,5.0,27.0,2.0,2.0,0,7,0,0,0,0.0,0,0.006433762038154048,0.00011883779418079212,0.006552599832334839
1566,Daya's Misconception,"Tappu teaches Rap to Daya, and they do Garba and Rap at the same time. Later, When Daya leaves some work unfinished, Bapuji finishes it and Daya gets astonished.",20 mins,2020-05-27,0.0,0.0,,Sony SAB,,9832529.0,66278.0,979.0,20.0,0,161,29,3,5.366666666666666,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,2020.0,5.0,27.0,2.0,2.0,0,7,0,0,0,0.0,0,0.006740686273014169,9.956745618879374e-05,0.006840253729202962
1567,Jethalal Gets Special Dish,Daya calls and asks Jethalal for his plans. He tells her that he is going out to eat. Daya suggests he should not eat outside as she is preparing some special dishes.,19 mins,2020-05-27,0.0,0.0,,Sony SAB,,33744534.0,186430.0,3408.0,19.0,1,166,32,4,5.03030303030303,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,2020.0,5.0,27.0,2.0,2.0,0,7,0,0,0,0.0,0,0.005524746451536523,0.00010099413134600906,0.005625740582882532
1568,Ekta's Marriage Shopping,"All the Women from Gokuldham society go to shopping for Ekta's marriage. Ekta takes too long to decide which saree she wants to buy. Meanwhile, Jethalal is stopping himself from eating outside so that he can have Daya's special dishes.",19 mins,2020-05-27,0.0,0.0,Gokuldham Society,Sony PAL,,6730743.0,69565.0,1278.0,19.0,0,235,40,4,5.7317073170731705,0,1,0,1,0,0,0,0,0,0.0,0,0,0.0,2020.0,5.0,27.0,2.0,2.0,0,7,0,0,0,0.0,0,0.0103354101715947,0.00018987499747427625,0.010525285169068976
1569,Jethalal Gets Upset,"Jethalal is excited to eat delicious food at home, which is prepared by Daya. Jethalal decides to invite Mehta for the dinner to get a change from the food diet. Later, Jethalal gets to know after reaching home that Daya and the society ladies went shopping for the marriage of Anjali's Sister.",19 mins,2020-05-27,0.0,0.0,Gokuldham Society,Sony SAB,,46798945.0,198450.0,3309.0,19.0,1,294,52,4,5.547169811320755,0,1,1,1,0,0,0,0,0,0.0,0,0,0.0,2020.0,5.0,27.0,2.0,2.0,0,7,0,0,0,0.0,0,0.004240480116795793,7.070672061716945e-05,0.004311186837412963
1570,Madhavi Loses Her Purse,"Madhavi is shocked after she lost her purse in the shop while shopping. Madhavi and the ladies start searching in the shop, but they fail. Later, Madhavi informs everyone that she carried a huge amount of cash and an expensive cellphone. Will Madhavi and ladies succeed in finding purse?",20 mins,2020-05-27,0.0,0.0,,Sony SAB,,33520207.0,212463.0,4349.0,20.0,1,287,49,5,5.74,0,0,0,0,0,0,1,1,0,0.0,0,0,0.0,2020.0,5.0,27.0,2.0,2.0,0,7,0,0,0,0.0,287,0.006338355656981603,0.00012974263166863403,0.006468098288650238
1571,Daya Is Shocked,"Daya is shocked after seeing the food which is prepared by Champaklal. Later, Champaklal tells her that he is not angry with her for coming late from shopping. Daya narrates the incident about how she faces trouble while shopping for Ekta's marriage. Daya asks for an apology from everyone about her irresponsibility.",19 mins,2020-05-28,0.0,0.0,,Sony SAB,,13860736.0,74926.0,1771.0,19.0,0,317,52,5,5.981132075471698,1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,2020.0,5.0,28.0,3.0,2.0,0,7,0,0,0,0.0,0,0.005405628863746567,0.00012777098360642727,0.005533399847352995
1572,Jethalal Surprises Daya,Jehtalal surprise Daya with a small gift after Champaklal teaches Jethalal a lesson about respecting your wife.,19 mins,2020-05-28,0.0,0.0,,Sony SAB,,11768324.0,67260.0,1455.0,19.0,0,111,17,2,6.166666666666667,0,1,0,0,0,1,0,0,0,0.0,0,0,0.0,2020.0,5.0,28.0,3.0,2.0,0,7,0,0,0,0.0,0,0.005715341817973246,0.0001236369661782794,0.005838978784151526
1573,Constrained By The Wives,"Jethalal, Taarak, Sodhi, and Bhide are feeling constrained by their wives. The friends decide to party but feel their wives will never allow that to happen. Will Jethalal and Taarak be able to find a way out?",20 mins,2020-05-28,0.0,0.0,,Sony SAB,,11072654.0,84850.0,1423.0,20.0,0,208,37,4,5.473684210526316,0,1,0,0,0,0,1,1,0,0.0,0,0,0.0,2020.0,5.0,28.0,3.0,2.0,0,7,0,0,0,0.0,208,0.007663022102648371,0.0001285147961351636,0.0077915368987835345
1574,Secret Meeting,"Jethalal, Taarak, Sodhi, and Bhide conduct a secret meeting to discuss where they'll party. Popatlal's house is chosen to be the ideal location to organize the party",19 mins,2020-05-28,0.0,0.0,,Sony SAB,,15253083.0,100922.0,1719.0,19.0,0,165,27,2,5.892857142857143,0,1,0,1,0,0,0,0,0,0.0,0,0,0.0,2020.0,5.0,28.0,3.0,2.0,0,7,0,0,0,0.0,0,0.006616498014434327,0.00011269852050903279,0.006729196534943359
1575,Jethalal Calls For A Meeting,All the Men from the society are planning for the secret party and are hoping for it to be successful. Jethalal calls for a meeting where he narrates that it is hard to party at this point.,19 mins,2020-05-28,0.0,0.0,Gokuldham Society,Sony PAL,,10357275.0,83487.0,2103.0,19.0,0,189,37,3,4.973684210526316,0,1,0,1,0,0,0,0,0,0.0,0,0,0.0,2020.0,5.0,28.0,3.0,2.0,0,7,0,0,0,0.0,0,0.00806071017128442,0.00020304566567502883,0.008263755836959447
1576,The Party Preparation,"Bhide is in a mess after Sodhi puts their plan in jeopardy by speaking of their party in front of Champaklal. On the other hand, Tapu, who has been poking Bhide for a good DJ, now he doesn't want one. What will happen this evening?",20 mins,2020-05-28,0.0,0.0,,Sony PAL,,3651409.0,38915.0,778.0,20.0,0,231,45,4,5.021739130434782,0,1,0,0,1,0,1,1,0,0.0,0,0,0.0,2020.0,5.0,28.0,3.0,2.0,0,7,0,0,0,0.0,231,0.010657526818407136,0.00021306837632585767,0.010870595194732994
1577,Popatlal Cancels The Party,Everyone celebrates the new year party in Gokuldhaam society and enjoy the dance performances. Jethalal spills soft drink on Popatlal and Popatlal creates havoc.,20 mins,2020-05-28,0.0,0.0,Gokuldham Society,Sony PAL,,9430714.0,85405.0,1361.0,20.0,0,161,24,3,6.44,0,1,0,1,0,0,0,0,0,0.0,0,0,0.0,2020.0,5.0,28.0,3.0,2.0,0,7,0,0,0,0.0,0,0.009056047182000516,0.00014431567489845679,0.009200362856898974
1578,Convincing Popatlal,Popatlal cancels the secret party as he is angry. Sodhi throws Popatlal out of his own house. They start the party and then someone rings the bell. What will happen next? Keep watching!,20 mins,2020-05-28,0.0,0.0,,Sony PAL,,5905642.0,59441.0,1014.0,20.0,0,185,33,6,5.4411764705882355,1,1,0,0,1,0,1,1,1,0.0,0,0,0.0,2020.0,5.0,28.0,3.0,2.0,0,7,0,0,0,0.0,185,0.01006511907340149,0.00017170018573760723,0.010236819259139099
1579,Champaklal Gets Drunk,"Champaklal drinks half a bottle of alcohol and gets drunk. Everyone gets tensed about him. Meanwhile, Champaklal under the influence of alcohol is enjoying himself. All the wives are angry about the secret party they were having. What will happen next?",20 mins,2020-05-28,0.0,0.0,,Sony PAL,,6970828.0,62649.0,982.0,20.0,0,252,41,6,6.0,1,1,0,0,1,0,1,1,0,0.0,0,0,0.0,2020.0,5.0,28.0,3.0,2.0,0,7,0,0,0,0.0,252,0.008987309830724582,0.00014087277137339046,0.00912818260209797
1580,Champaklal Intoxicated,"Champaklal is still intoxicated and the men of Gokuldham are wondering how to sober him down. On the other hand, they are also facing problems from their wives. What will the men of Gokuldham do?",18 mins,2020-05-28,0.0,0.0,Gokuldham Society,Sony PAL,,11639197.0,75707.0,1313.0,18.0,0,195,35,4,5.416666666666667,1,1,0,1,1,0,1,1,0,0.0,0,0,0.0,2020.0,5.0,28.0,3.0,2.0,0,7,0,0,0,0.0,195,0.006504485962005286,0.00011280845982687124,0.006617294421832157
1581,Champaklal Goes On A Ride,"After Champaklal gets intoxicated, he takes Sodhi's car and goes on a ride leaving all the men in a tense situation. Will they be able to stop Champaklal in time?",20 mins,2020-05-28,0.0,0.0,,Sony PAL,,2819634.0,34172.0,405.0,20.0,0,162,30,3,5.225806451612903,0,1,0,0,0,0,1,1,0,0.0,0,0,0.0,2020.0,5.0,28.0,3.0,2.0,0,7,0,0,0,0.0,162,0.012119299129142601,0.00014363561241082624,0.012262934741553428
1582,Police Chases Champaklal,"After Champaklal is stopped at a police check post, he flees from there, and now along with the men gang, even the cops are chasing Champaklal. How will this story take a twist? Keep watching Taarak Mehta Ka Ooltah Chashmah!",19 mins,2020-05-28,0.0,0.0,,Sony PAL,,5709698.0,64598.0,1919.0,19.0,0,224,40,4,5.463414634146342,0,1,0,0,0,0,1,1,1,0.0,0,0,0.0,2020.0,5.0,28.0,3.0,2.0,0,7,0,0,0,0.0,224,0.011313731249230475,0.0003360947748734215,0.011649826024103898
1583,Chalu Pandey Reaches Gokuldham,"After the female gang gets to know about Champaklal getting intoxicated, they want to know about the truth, and they will force it out of them. Inspector Chalu Pandey is at Gokuldhaam society to arrest Champaklal. Will Champaklal get arrested?",19 mins,2020-05-28,0.0,0.0,Gokuldham Society,Sony PAL,,2182020.0,23573.0,337.0,19.0,0,243,40,4,5.926829268292683,0,1,0,1,0,0,1,1,0,0.0,0,0,0.0,2020.0,5.0,28.0,3.0,2.0,0,7,0,0,0,0.0,243,0.010803287411074412,0.0001544439764786865,0.010957731387553099
1584,Champaklal's Blessing,"After the air gets cleared between the men and women of Gokuldham society, everyone is happy. Jethalal makes a promise to only eat once he returns from the temple barefoot and takes Champaklal's blessing.",20 mins,2020-05-28,0.0,0.0,Gokuldham Society,Sony SAB,,18402657.0,96368.0,2422.0,20.0,1,204,34,3,5.828571428571428,0,1,1,1,0,0,0,0,0,0.0,0,0,0.0,2020.0,5.0,28.0,3.0,2.0,0,7,0,0,0,0.0,0,0.005236634838293468,0.0001316114226542709,0.005368246260947739
1585,Flying Kites,"After all the hard work to get in good books of everyone. Jethalal seeks Champaklal's blessing and says he will do anything for their happiness. Later, everyone celebrates the season of kites.",22 mins,2020-05-28,0.0,0.0,,Sony SAB,,26418617.0,152352.0,2450.0,22.0,1,192,32,4,5.818181818181818,0,1,0,0,0,1,0,0,0,0.0,0,0,0.0,2020.0,5.0,28.0,3.0,2.0,0,7,0,0,0,0.0,0,0.005766842156542783,9.2737629197712e-05,0.005859579785740495
1586,Madhavi's Excitment,"Madhavi is excited that she got a huge order of the pickle for the girl's hostel. Bhide jumps after sitting on the sofa as he gets hurt from the needle, which was stabbed by Madhavi while sewing. Watch this episode to find out more.",20 mins,2020-05-28,0.0,0.0,,Sony SAB,,14824026.0,96634.0,1490.0,20.0,0,232,44,4,5.155555555555556,0,0,1,0,1,0,0,0,0,0.0,0,0,0.0,2020.0,5.0,28.0,3.0,2.0,0,7,0,0,0,0.0,0,0.006518741499863701,0.00010051249906654918,0.0066192539989302504
1587,Babita Scarf,"Jethalal and Sodhi are fighting each other as they want to be the one returning Babita's scarf.  Iyer snatches the scarf from Jethalal, and then he snatches it back in front of the society members and declares himself as the winner of the challenge. But then, Popatlala enters and distracts everyone from the challenge. Watch the episode to find out what happens next.",20 mins,2020-05-28,0.0,0.0,Gokuldham Society,Sony PAL,,3643101.0,41048.0,494.0,20.0,0,368,63,5,5.75,1,1,0,1,1,0,0,0,0,0.0,0,0,0.0,2020.0,5.0,28.0,3.0,2.0,0,7,0,0,0,0.0,0,0.011267321090652966,0.0001355987287756423,0.011402919819428608
1588,Bhide and Madhavi's Happiness,"After getting money, Madhavi insists Bhide that she wants to buy a bike for him to reduce his troubles, but he strongly opposes it. Instead of buying a bike, he wants to gift a golden necklace to Madhavi. Bhide decides to take the valuable suggestions from the society members on it.",19 mins,2020-05-28,0.0,0.0,Gokuldham Society,Sony SAB,,22325798.0,188754.0,3099.0,19.0,1,283,51,4,5.4423076923076925,1,0,0,1,0,0,0,0,0,0.0,0,0,0.0,2020.0,5.0,28.0,3.0,2.0,0,7,0,0,0,0.0,0,0.0084545238448129,0.00013880802205556002,0.00859333186686846
1589,Bhide's Investment,Bhide is worried as he has no idea how to invest money properly. Bhide decides that he will consult with Taarak and society members to gain knowledge about money investment. Will Bhide succeed to get an idea for investing the money?,20 mins,2020-05-28,0.0,0.0,Gokuldham Society,Sony SAB,,13769241.0,98327.0,1736.0,20.0,0,232,41,4,5.523809523809524,0,0,0,1,0,0,1,1,0,0.0,0,0,0.0,2020.0,5.0,28.0,3.0,2.0,0,7,0,0,0,0.0,232,0.0071410612145534225,0.00012607810945584368,0.007267139324009266
1590,Champaklal's Miseries,"Champaklal is restless after getting a call from his friend Ramji who wants one lakh rupees within a short period of time without informing his family members. Jethalal asks his father about his trouble, but he denies telling him. Later, Champaklal finds an eligible person who can arrange money in a short time. Will Chamapaklal be able to arrange the money?",21 mins,2020-05-28,0.0,0.0,,Sony PAL,,3983184.0,45487.0,663.0,21.0,0,359,61,5,5.790322580645161,1,1,0,1,0,1,1,1,0,0.0,0,0,0.0,2020.0,5.0,28.0,3.0,2.0,0,7,0,0,0,0.0,359,0.011419755798437682,0.00016644971298094364,0.011586205511418627
1591,Helping Champaklal,Bhide is in a dilemma whether he should lend money to Champaklal or not. Champaklal promises Bhide that once the work is done he will tell him the reason for the loan. Will Bhide lend money to Champaklal?,19 mins,2020-05-28,0.0,0.0,,Sony SAB,,11028778.0,68435.0,892.0,19.0,0,204,38,4,5.230769230769231,0,1,0,0,0,1,1,1,0,0.0,0,0,0.0,2020.0,5.0,28.0,3.0,2.0,0,7,0,0,0,0.0,204,0.006205129325739504,8.08793067664154e-05,0.006286008632505919
1592,Champaklal Goes On A Ride,Bhide is confused regarding helping Champaklal. Bhide gives reasons to Champaklal stating that he will give the money later. Champaklal keeps troubling Bhide regarding the same.,17 mins,2020-05-28,0.0,0.0,,Sony SAB,,9391145.0,71479.0,826.0,17.0,0,177,26,4,6.555555555555555,0,1,0,0,0,1,0,0,0,0.0,0,0,0.0,2020.0,5.0,28.0,3.0,2.0,0,7,0,0,0,0.0,0,0.007611318150095845,8.795518672587988e-05,0.007699273336821725
1593,Jethalal Gets Angry,"Bhide is ignoring Champaklal and trying ways to get rid of the problem. Meanwhile, Jethalals loses a big deal because of Bhide. Jethalal gets angry on Bhide and goes to question him.",19 mins,2020-05-28,0.0,0.0,,Sony SAB,,28362532.0,190612.0,2618.0,19.0,1,182,32,4,5.515151515151516,1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,2020.0,5.0,28.0,3.0,2.0,0,7,0,0,0,0.0,0,0.0067205563057432145,9.230487277000259e-05,0.006812861178513217
1594,Chachaji Gets the Money,Chacha Ji takes 1Lakh rupees from Bhide. What is it for? Why is the amount so high? Watch the episode to know more.,19 mins,2020-05-28,0.0,0.0,,Sony SAB,,20156636.0,168734.0,2641.0,19.0,1,115,23,5,4.791666666666667,0,0,0,0,0,0,2,1,0,0.0,0,0,0.0,2020.0,5.0,28.0,3.0,2.0,0,7,0,0,0,0.0,230,0.008371138498947021,0.0001310238409314014,0.008502162339878423
1595,Chachaji Goes Missing,"Chachaji goes missing and everybody reaches the police station to seek Chalu Pandey's help. They figure out that he has gone missing after taking one lakh rupees from Bhide. Later, Chachaji comes back with a brand new scooter for Bhide, and Madhavi explains to everybody her plan to buy the scooter for Bhide with the help of Chachaji as he would only listen to him in the society.",20 mins,2020-05-28,0.0,0.0,Gokuldham Society,Sony PAL,,6736465.0,68151.0,1013.0,20.0,0,381,68,4,5.521739130434782,0,0,0,1,0,0,0,0,0,0.0,0,0,0.0,2020.0,5.0,28.0,3.0,2.0,0,7,0,0,0,0.0,0,0.010116728860503415,0.00015037558268682718,0.010267104443190242
1596,Bhide's New Bike,"Bhide buys a new Bike and is very happy. Bhide thanks Jethalal, Madhvi, and Champak chacha. Everyone rides the bike and enjoys the moment.",19 mins,2020-05-28,0.0,0.0,,Sony SAB,,36647642.0,202106.0,2665.0,19.0,1,138,24,4,5.52,0,1,1,0,0,0,0,0,0,0.0,0,0,0.0,2020.0,5.0,28.0,3.0,2.0,0,7,0,0,0,0.0,0,0.005514843069170915,7.271954706609645e-05,0.005587562616237012
1597,Bhide's Dream,"Bhide watches his new bike getting stolen and realizes it's a dream. Because of the dream, he gets the bike near his house and parks it.",19 mins,2020-05-28,0.0,0.0,,Sony PAL,,14417332.0,147000.0,1639.0,19.0,0,136,26,3,5.037037037037037,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,2020.0,5.0,28.0,3.0,2.0,0,7,0,0,0,0.0,0,0.01019606053352586,0.00011368260690101283,0.010309743140426873
1598,Bhide's Bike Gets Scratched,Abdul sees that Bhide's new bike got scratches.  All the men gather near the bike and call Bhide. Bhide is shocked to see the same.,19 mins,2020-05-28,0.0,0.0,,Sony SAB,,15273197.0,93770.0,1685.0,19.0,0,131,25,4,5.038461538461538,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,2020.0,5.0,28.0,3.0,2.0,0,7,0,0,0,0.0,0,0.006139513152386291,0.00011032398060969287,0.006249837132995984
1599,Get Together Plan,"All the women from Gokuldham enter Bhide's house. Bhide surprisingly asks them about their plan. They tell him that they want to have a Valentine party this year, and he agrees.",19 mins,2020-05-28,0.0,0.0,Gokuldham Society,Sony SAB,,9977625.0,72303.0,1452.0,19.0,0,177,31,4,5.53125,0,0,0,1,0,0,0,0,0,0.0,0,0,0.0,2020.0,5.0,28.0,3.0,2.0,0,7,0,0,0,0.0,0,0.007246513348966979,0.000145525598975147,0.007392038947942126
1600,Storytelling,All the women from Gokuldham are having a kitty party. Daya encourages everyone to showcase their skills and ask about their love stories.,19 mins,2020-05-28,0.0,0.0,Gokuldham Society,Sony SAB,,8421191.0,65116.0,1219.0,19.0,0,138,23,3,5.75,0,1,0,1,0,0,0,0,0,0.0,0,0,0.0,2020.0,5.0,28.0,3.0,2.0,0,7,0,0,1,0.0,0,0.007732397028829173,0.00014475385432371094,0.007877150883152884
1601,Bagha's Poetry,"When officers come to visit Gada electronics and asks for a license, Jethalal gives them the license, but it is the poetry written by Bagha. Jethalal gets angry at Bagha.",19 mins,2020-05-28,0.0,0.0,,Sony SAB,,7152107.0,55342.0,1210.0,19.0,0,170,30,3,5.483870967741935,1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,2020.0,5.0,28.0,3.0,2.0,0,7,0,0,0,0.0,0,0.007737858544641664,0.00016918089044516666,0.00790703943508683
1602,Wives Expectations,"When all the women heard Anjali's story, they tend to seek the same from their husbands. All the Wives expect their husbands to write poetry for them.",20 mins,2020-05-29,0.0,0.0,,Sony SAB,,9189642.0,76662.0,1238.0,20.0,0,150,27,3,5.357142857142857,0,0,0,0,0,1,0,0,0,0.0,0,0,0.0,2020.0,5.0,29.0,4.0,2.0,0,7,0,0,0,0.0,0,0.008342217428903386,0.00013471687637920212,0.008476934305282588
1603,Taarak's Motivation,When all the women expect their husbands to write poetry. All the men gather and go to Taarak. They tell him to write poetry for them.,20 mins,2020-05-29,0.0,0.0,,Sony SAB,,8051920.0,67836.0,1056.0,20.0,0,134,26,4,4.962962962962963,0,0,0,0,0,1,0,0,0,0.0,0,0,0.0,2020.0,5.0,29.0,4.0,2.0,0,7,0,0,0,0.0,0,0.008424821853070839,0.00013114882771452925,0.008555970680785369
1604,Writing Poem,"Taking the motivation from Taarak Mehta, all the men from Gokuldham tries to write poetry for their wives. Watch the episode to see what happens next.",19 mins,2020-05-29,0.0,0.0,Gokuldham Society,Sony PAL,,3465339.0,45380.0,881.0,19.0,0,150,26,3,5.555555555555555,0,0,0,1,0,0,0,0,0,0.0,0,0,0.0,2020.0,5.0,29.0,4.0,2.0,0,7,0,0,0,0.0,0,0.013095396122746975,0.00025423190798016935,0.013349628030727144
1605,Competition Planning,"Taarak takes a class for all the men to teach them how to write poetry. Meanwhile, Wives decide to organize a competition for the Men.",19 mins,2020-05-29,0.0,0.0,,Sony SAB,,6913418.0,58893.0,1148.0,19.0,0,134,25,3,5.153846153846154,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,2020.0,5.0,29.0,4.0,2.0,0,7,0,0,0,0.0,0,0.008518650468024577,0.00016605387291006085,0.008684704340934638
